date,ETTh1,ETTh2,OT
2016/7/2 19:00,27.85700035,28.77449989,56.63150024
2016/7/2 20:00,27.29500008,29.6534996,56.94849968
2016/7/2 21:00,22.22999954,29.21349907,51.44349861
2016/7/2 22:00,21.94799995,27.89550018,49.84350014
2016/7/2 23:00,27.29500008,27.23649979,54.53149986
2016/7/3 0:00,29.33499908,27.67550087,57.01049995
2016/7/3 1:00,26.02799988,28.55450058,54.58250046
2016/7/3 2:00,24.34000015,28.55450058,52.89450073
2016/7/3 3:00,26.45000076,28.55450058,55.00450134
2016/7/3 4:00,25.95800018,28.1154995,54.07349968
2016/7/3 5:00,24.05900002,28.1154995,52.17449951
2016/7/3 6:00,25.32500076,27.89550018,53.22050095
2016/7/3 7:00,23.63699913,27.67550087,51.3125
2016/7/3 8:00,26.37999916,27.23649979,53.61649895
2016/7/3 9:00,27.36499977,28.1154995,55.48049927
2016/7/3 10:00,28.06800079,28.77400017,56.84200096
2016/7/3 11:00,29.47500038,29.6534996,59.12849998
2016/7/3 12:00,26.80200005,31.41150093,58.21350098
2016/7/3 13:00,29.96800041,31.41150093,61.37950134
2016/7/3 14:00,30.38999939,31.41150093,61.80150032
2016/7/3 15:00,31.16399956,31.41150093,62.57550049
2016/7/3 16:00,29.75699997,32.50999832,62.26699829
2016/7/3 17:00,32.28900146,32.72949982,65.01850128
2016/7/3 18:00,31.93799973,32.94900131,64.88700104
2016/7/3 19:00,28.56100082,32.94900131,61.51000214
2016/7/3 20:00,21.52599907,31.85050011,53.37649918
2016/7/3 21:00,22.22999954,30.75200081,52.98200035
2016/7/3 22:00,19.41600037,29.87299919,49.28899956
2016/7/3 23:00,18.5720005,29.43350029,48.00550079
2016/7/4 0:00,21.66699982,28.99399948,50.6609993
2016/7/4 1:00,25.5359993,28.33499908,53.87099838
2016/7/4 2:00,27.85700035,28.77449989,56.63150024
2016/7/4 3:00,27.9279995,28.55500031,56.4829998
2016/7/4 4:00,24.62100029,28.55500031,53.1760006
2016/7/4 5:00,23.84799957,28.33499908,52.18299866
2016/7/4 6:00,23.0739994,27.89550018,50.96949959
2016/7/4 7:00,22.51099968,27.6760006,50.18700027
2016/7/4 8:00,21.66699982,27.89550018,49.5625
2016/7/4 9:00,25.39500046,28.99399948,54.38899994
2016/7/4 10:00,25.18400002,30.9715004,56.15550041
2016/7/4 11:00,29.54599953,32.5094986,62.05549812
2016/7/4 12:00,29.47500038,35.14649963,64.62150002
2016/7/4 13:00,29.26399994,36.46500015,65.72900009
2016/7/4 14:00,30.95299911,37.78350067,68.73649979
2016/7/4 15:00,31.72599983,37.34349823,69.06949806
2016/7/4 16:00,33.13299942,36.90449905,70.03749847
2016/7/4 17:00,28.9829998,33.82799911,62.81099892
2016/7/4 18:00,28.9829998,32.94900131,61.93200111
2016/7/4 19:00,31.72599983,33.16899872,64.89499855
2016/7/4 20:00,25.18400002,32.72949982,57.91349983
2016/7/4 21:00,30.53100014,32.07049942,62.60149956
2016/7/4 22:00,27.64599991,31.63100052,59.27700043
2016/7/4 23:00,25.4659996,31.63100052,57.09700012
2016/7/5 0:00,25.95800018,31.41150093,57.36950111
2016/7/5 1:00,25.95800018,30.9715004,56.92950058
2016/7/5 2:00,26.02799988,30.53249931,56.56049919
2016/7/5 3:00,28.91300011,28.99399948,57.90699959
2016/7/5 4:00,30.45999908,28.77449989,59.23449898
2016/7/5 5:00,31.375,29.43350029,60.80850029
2016/7/5 6:00,32.7820015,30.09250069,62.87450218
2016/7/5 7:00,31.72599983,31.19149971,62.91749954
2016/7/5 8:00,30.31999969,31.63100052,61.95100021
2016/7/5 9:00,30.45999908,31.63100052,62.0909996
2016/7/5 10:00,32.92200089,33.38899994,66.31100082
2016/7/5 11:00,31.09300041,34.48749924,65.58049965
2016/7/5 12:00,25.67700005,34.04750061,59.72450066
2016/7/5 13:00,27.15399933,32.07049942,59.22449875
2016/7/5 14:00,28.77199936,30.9715004,59.74349976
2016/7/5 15:00,30.60099983,30.75200081,61.35300064
2016/7/5 16:00,32.00799942,31.85050011,63.85849953
2016/7/5 17:00,33.13299942,32.94900131,66.08200073
2016/7/5 18:00,31.51499939,33.60850143,65.12350082
2016/7/5 19:00,31.02300072,33.38899994,64.41200066
2016/7/5 20:00,31.44499969,33.38899994,64.83399963
2016/7/5 21:00,31.72599983,33.38899994,65.11499977
2016/7/5 22:00,30.95299911,33.16899872,64.12199783
2016/7/5 23:00,30.45999908,33.16899872,63.6289978
2016/7/6 0:00,28.91300011,33.16899872,62.08199883
2016/7/6 1:00,30.38999939,33.16899872,63.55899811
2016/7/6 2:00,31.51499939,32.94950104,64.46450043
2016/7/6 3:00,31.23399925,32.94950104,64.18350029
2016/7/6 4:00,30.53100014,32.72949982,63.26049995
2016/7/6 5:00,30.10899925,32.72949982,62.83849907
2016/7/6 6:00,30.31999969,32.72949982,63.04949951
2016/7/6 7:00,29.61599922,32.50999832,62.12599754
2016/7/6 8:00,30.53100014,32.29000092,62.82100105
2016/7/6 9:00,32.99300003,32.5094986,65.50249863
2016/7/6 10:00,30.24900055,32.72949982,62.97850037
2016/7/6 11:00,30.24900055,33.38850021,63.63750076
2016/7/6 12:00,30.67099953,34.48749924,65.15849876
2016/7/6 13:00,31.58600044,34.92649841,66.51249886
2016/7/6 14:00,31.93799973,35.36650085,67.30450058
2016/7/6 15:00,28.9829998,36.24549866,65.22849846
2016/7/6 16:00,27.71699905,33.82799911,61.54499817
2016/7/6 17:00,30.67099953,33.38850021,64.05949974
2016/7/6 18:00,24.34000015,33.82799911,58.16799927
2016/7/6 19:00,29.68600082,34.26750183,63.95350266
2016/7/6 20:00,30.24900055,32.94900131,63.19800186
2016/7/6 21:00,29.96800041,32.29000092,62.25800133
2016/7/6 22:00,29.54599953,32.94900131,62.49500084
2016/7/6 23:00,28.49099922,33.16899872,61.65999794
2016/7/7 0:00,28.56100082,33.60850143,62.16950226
2016/7/7 1:00,28.77199936,33.60850143,62.38050079
2016/7/7 2:00,27.71699905,33.60850143,61.32550049
2016/7/7 3:00,28.13899994,32.94950104,61.08850098
2016/7/7 4:00,27.36499977,32.94950104,60.31450081
2016/7/7 5:00,26.73200035,32.94950104,59.68150139
2016/7/7 6:00,26.37999916,33.16899872,59.54899788
2016/7/7 7:00,25.39500046,33.16899872,58.56399918
2016/7/7 8:00,27.9279995,33.60850143,61.53650093
2016/7/7 9:00,28.9829998,34.70700073,63.69000053
2016/7/7 10:00,29.75699997,35.80550003,65.5625
2016/7/7 11:00,30.60099983,38.00299835,68.60399818
2016/7/7 12:00,32.64099884,40.20000076,72.8409996
2016/7/7 13:00,35.38499832,43.27600098,78.6609993
2016/7/7 14:00,37.2840004,48.11000061,85.39400101
2016/7/7 15:00,38.47999954,49.86800003,88.34799957
2016/7/7 16:00,36.79100037,48.98899841,85.77999878
2016/7/7 17:00,34.11800003,45.9129982,80.03099823
2016/7/7 18:00,33.8370018,43.71549988,77.55250168
2016/7/7 19:00,33.27399826,42.39749908,75.67149734
2016/7/7 20:00,32.92200089,41.29899979,74.22100067
2016/7/7 21:00,33.62599945,40.20050049,73.82649994
2016/7/7 22:00,32.64099884,39.32149887,71.96249771
2016/7/7 23:00,31.58600044,38.88150024,70.46750069
2016/7/8 0:00,31.09300041,38.22299957,69.31599998
2016/7/8 1:00,30.74200058,38.00299835,68.74499893
2016/7/8 2:00,29.33499908,37.56349945,66.89849854
2016/7/8 3:00,28.77199936,37.12400055,65.89599991
2016/7/8 4:00,29.12400055,36.68450165,65.8085022
2016/7/8 5:00,29.26399994,36.24549866,65.5094986
2016/7/8 6:00,29.40500069,36.24549866,65.65049934
2016/7/8 7:00,28.91300011,36.46500015,65.37800026
2016/7/8 8:00,29.89699936,37.78300095,67.68000031
2016/7/8 9:00,30.53100014,39.10150146,69.6325016
2016/7/8 10:00,30.67099953,40.85950089,71.53050041
2016/7/8 11:00,30.67099953,43.05649948,73.72749901
2016/7/8 12:00,31.09300041,44.59500122,75.68800163
2016/7/8 13:00,30.88199997,45.69350052,76.57550049
2016/7/8 14:00,32.71099854,47.23099899,79.94199753
2016/7/8 15:00,34.75099945,48.54999924,83.30099869
2016/7/8 16:00,34.40000153,47.01200104,81.41200256
2016/7/8 17:00,34.32899857,46.35250092,80.68149948
2016/7/8 18:00,33.62599945,45.25400162,78.88000107
2016/7/8 19:00,33.55599976,43.9355011,77.49150085
2016/7/8 20:00,32.7820015,42.61700058,75.39900208
2016/7/8 21:00,32.14899826,41.29899979,73.44799805
2016/7/8 22:00,31.23399925,40.41999817,71.65399742
2016/7/8 23:00,30.53100014,39.98049927,70.5114994
2016/7/9 0:00,30.95299911,39.32149887,70.27449799
2016/7/9 1:00,30.31999969,38.66199875,68.98199844
2016/7/9 2:00,29.40500069,38.22249985,67.62750053
2016/7/9 3:00,28.70199966,37.56349945,66.26549911
2016/7/9 4:00,28.77199936,37.12400055,65.89599991
2016/7/9 5:00,28.91300011,36.68450165,65.59750175
2016/7/9 6:00,28.27899933,36.46500015,64.74399948
2016/7/9 7:00,28.63100052,36.46500015,65.09600067
2016/7/9 8:00,28.77199936,37.56349945,66.33549881
2016/7/9 9:00,29.96800041,38.22249985,68.19050026
2016/7/9 10:00,29.75699997,39.54100037,69.29800034
2016/7/9 11:00,30.31999969,40.63999939,70.95999908
2016/7/9 12:00,31.44499969,42.8370018,74.2820015
2016/7/9 13:00,30.74200058,42.8370018,73.57900238
2016/7/9 14:00,31.65600014,42.61700058,74.27300072
2016/7/9 15:00,32.28900146,43.49599838,75.78499985
2016/7/9 16:00,32.85200119,44.1554985,77.00749969
2016/7/9 17:00,32.07799911,43.05649948,75.1344986
2016/7/9 18:00,31.86700058,42.17750168,74.04450226
2016/7/9 19:00,31.375,41.29899979,72.67399979
2016/7/9 20:00,30.88199997,40.63949966,71.52149963
2016/7/9 21:00,30.88199997,40.41999817,71.30199814
2016/7/9 22:00,29.96800041,40.20050049,70.1685009
2016/7/9 23:00,29.96800041,39.76050186,69.72850227
2016/7/10 0:00,29.47500038,39.32149887,68.79649925
2016/7/10 1:00,29.33499908,38.88150024,68.21649933
2016/7/10 2:00,29.82699966,38.44250107,68.26950073
2016/7/10 3:00,29.12400055,38.00299835,67.1269989
2016/7/10 4:00,28.56100082,37.56349945,66.12450027
2016/7/10 5:00,28.63100052,36.68450165,65.31550217
2016/7/10 6:00,27.78700066,36.68450165,64.4715023
2016/7/10 7:00,27.50600052,36.68450165,64.19050217
2016/7/10 8:00,28.06800079,36.90449905,64.97249985
2016/7/10 9:00,29.61599922,37.34349823,66.95949745
2016/7/10 10:00,29.47500038,37.78350067,67.25850105
2016/7/10 11:00,29.0529995,37.56349945,66.61649895
2016/7/10 12:00,29.47500038,39.10150146,68.57650185
2016/7/10 13:00,29.12400055,39.98049927,69.10449982
2016/7/10 14:00,29.68600082,40.85950089,70.54550171
2016/7/10 15:00,31.02300072,41.73849869,72.7614994
2016/7/10 16:00,31.16399956,42.61700058,73.78100014
2016/7/10 17:00,30.67099953,41.95800018,72.62899971
2016/7/10 18:00,29.96800041,41.51850128,71.48650169
2016/7/10 19:00,30.17900085,41.07949829,71.25849915
2016/7/10 20:00,29.47500038,40.20050049,69.67550087
2016/7/10 21:00,29.40500069,39.76050186,69.16550255
2016/7/10 22:00,28.20899963,39.32149887,67.5304985
2016/7/10 23:00,29.12400055,39.10150146,68.22550201
2016/7/11 0:00,28.56100082,38.88150024,67.44250107
2016/7/11 1:00,29.19400024,38.44250107,67.63650131
2016/7/11 2:00,28.56100082,38.00299835,66.56399918
2016/7/11 3:00,29.26399994,37.56349945,66.82749939
2016/7/11 4:00,29.0529995,37.34400177,66.39700127
2016/7/11 5:00,28.91300011,37.12400055,66.03700066
2016/7/11 6:00,29.82699966,37.12400055,66.95100021
2016/7/11 7:00,29.82699966,37.12400055,66.95100021
2016/7/11 8:00,29.19400024,35.58599854,64.77999878
2016/7/11 9:00,30.88199997,34.48749924,65.36949921
2016/7/11 10:00,31.23399925,35.36650085,66.60050011
2016/7/11 11:00,32.21900177,34.92649841,67.14550018
2016/7/11 12:00,32.99300003,35.80550003,68.79850006
2016/7/11 13:00,33.9070015,38.22299957,72.13000107
2016/7/11 14:00,34.75099945,40.41999817,75.17099762
2016/7/11 15:00,34.75099945,41.07949829,75.83049774
2016/7/11 16:00,34.8219986,42.8370018,77.6590004
2016/7/11 17:00,34.89199829,42.61700058,77.50899887
2016/7/11 18:00,33.34400177,41.51850128,74.86250305
2016/7/11 19:00,31.65600014,40.41999817,72.07599831
2016/7/11 20:00,33.48500061,39.32149887,72.80649948
2016/7/11 21:00,32.64099884,38.88150024,71.52249908
2016/7/11 22:00,32.5,38.44250107,70.94250107
2016/7/11 23:00,33.06299973,38.44250107,71.50550079
2016/7/12 0:00,33.48500061,38.44250107,71.92750168
2016/7/12 1:00,33.69599915,38.22249985,71.91849899
2016/7/12 2:00,33.55599976,38.00299835,71.55899811
2016/7/12 3:00,33.34400177,37.78350067,71.12750244
2016/7/12 4:00,32.99300003,37.56349945,70.55649948
2016/7/12 5:00,33.34400177,37.12400055,70.46800232
2016/7/12 6:00,33.9070015,37.12400055,71.03100204
2016/7/12 7:00,33.20399857,36.90449905,70.10849762
2016/7/12 8:00,34.18899918,37.56349945,71.75249863
2016/7/12 9:00,35.9469986,39.54100037,75.48799896
2016/7/12 10:00,36.36899948,41.73799896,78.10699844
2016/7/12 11:00,36.08800125,44.1554985,80.24349976
2016/7/12 12:00,36.08800125,46.57249832,82.66049957
2016/7/12 13:00,36.22900009,47.01150131,83.2405014
2016/7/12 14:00,38.4090004,49.42900085,87.83800125
2016/7/12 15:00,39.60499954,49.20899963,88.81399918
2016/7/12 16:00,40.09799957,47.45100021,87.54899979
2016/7/12 17:00,40.52000046,47.01150131,87.53150177
2016/7/12 18:00,37.84700012,46.35250092,84.19950104
2016/7/12 19:00,37.35400009,45.25400162,82.60800171
2016/7/12 20:00,36.01800156,43.71549988,79.73350143
2016/7/12 21:00,36.15800095,42.39749908,78.55550003
2016/7/12 22:00,36.01800156,41.95800018,77.97600174
2016/7/12 23:00,36.22900009,41.51850128,77.74750137
2016/7/13 0:00,36.50999832,41.07949829,77.58949661
2016/7/13 1:00,36.72100067,40.41999817,77.14099884
2016/7/13 2:00,36.58000183,40.20050049,76.78050232
2016/7/13 3:00,37.70600128,39.76050186,77.46650314
2016/7/13 4:00,37.70600128,39.32149887,77.02750015
2016/7/13 5:00,37.63600159,38.88150024,76.51750183
2016/7/13 6:00,37.00299835,38.88150024,75.8844986
2016/7/13 7:00,38.54999924,38.88150024,77.43149948
2016/7/13 8:00,38.05799866,38.88150024,76.9394989
2016/7/13 9:00,37.00299835,40.41999817,77.42299652
2016/7/13 10:00,37.00299835,41.29899979,78.30199814
2016/7/13 11:00,29.82699966,41.51850128,71.34550095
2016/7/13 12:00,32.85200119,39.54100037,72.39300156
2016/7/13 13:00,36.15800095,38.66249847,74.82049942
2016/7/13 14:00,35.80699921,41.73849869,77.54549789
2016/7/13 15:00,37.77600098,44.8144989,82.59049988
2016/7/13 16:00,39.53499985,44.1554985,83.69049835
2016/7/13 17:00,38.26900101,43.71549988,81.98450089
2016/7/13 18:00,34.75099945,43.71549988,78.46649933
2016/7/13 19:00,33.76699829,43.2765007,77.04349899
2016/7/13 20:00,32.85200119,42.83649826,75.68849945
2016/7/13 21:00,33.13299942,42.1780014,75.31100082
2016/7/13 22:00,34.32899857,37.12400055,71.45299911
2016/7/13 23:00,35.38499832,37.34400177,72.72900009
2016/7/14 0:00,34.54000092,37.78300095,72.32300186
2016/7/14 1:00,32.71099854,37.78300095,70.49399948
2016/7/14 2:00,33.9070015,38.00299835,71.90999985
2016/7/14 3:00,34.68099976,38.00299835,72.68399811
2016/7/14 4:00,35.66600037,37.56349945,73.22949982
2016/7/14 5:00,34.47000122,37.34349823,71.81349945
2016/7/14 6:00,35.31399918,35.36650085,70.68050003
2016/7/14 7:00,33.8370018,35.58599854,69.42300034
2016/7/14 8:00,35.8769989,36.68450165,72.56150055
2016/7/14 9:00,35.52500153,37.78300095,73.30800247
2016/7/14 10:00,36.58000183,38.66199875,75.24200058
2016/7/14 11:00,37.35400009,39.54100037,76.89500046
2016/7/14 12:00,34.61100006,41.07949829,75.69049835
2016/7/14 13:00,33.8370018,42.39749908,76.23450089
2016/7/14 14:00,33.20399857,42.83649826,76.04049683
2016/7/14 15:00,34.68099976,43.49599838,78.17699814
2016/7/14 16:00,36.72100067,43.05649948,79.77750015
2016/7/14 17:00,34.75099945,40.63949966,75.39049911
2016/7/14 18:00,24.90299988,35.58599854,60.48899841
2016/7/14 19:00,32.85200119,34.70700073,67.55900192
2016/7/14 20:00,33.13299942,33.60850143,66.74150085
2016/7/14 21:00,29.96800041,33.60850143,63.57650185
2016/7/14 22:00,30.38999939,32.94900131,63.3390007
2016/7/14 23:00,31.375,33.16899872,64.54399872
2016/7/15 0:00,31.30400085,33.38899994,64.69300079
2016/7/15 1:00,32.64099884,34.04800034,66.68899918
2016/7/15 2:00,33.34400177,34.48699951,67.83100128
2016/7/15 3:00,33.34400177,34.48699951,67.83100128
2016/7/15 4:00,34.61100006,34.48699951,69.09799957
2016/7/15 5:00,33.9070015,35.14649963,69.05350113
2016/7/15 6:00,34.54000092,35.14649963,69.68650055
2016/7/15 7:00,35.38499832,36.02550125,71.41049957
2016/7/15 8:00,34.32899857,37.78350067,72.11249924
2016/7/15 9:00,31.58600044,39.98049927,71.56649971
2016/7/15 10:00,31.375,41.95800018,73.33300018
2016/7/15 11:00,30.74200058,43.05649948,73.79850006
2016/7/15 12:00,31.58600044,42.61700058,74.20300102
2016/7/15 13:00,31.375,42.61700058,73.99200058
2016/7/15 14:00,31.02300072,42.83649826,73.85949898
2016/7/15 15:00,25.81699944,43.2765007,69.09350014
2016/7/15 16:00,24.90299988,37.56349945,62.46649933
2016/7/15 17:00,18.00900078,37.56349945,55.57250023
2016/7/15 18:00,22.44099998,34.70700073,57.14800072
2016/7/15 19:00,16.88299942,34.04800034,50.93099976
2016/7/15 20:00,22.0890007,33.38850021,55.47750092
2016/7/15 21:00,24.1989994,33.38850021,57.58749962
2016/7/15 22:00,25.74699974,33.82799911,59.57499886
2016/7/15 23:00,26.52099991,33.38850021,59.90950012
2016/7/16 0:00,26.94300079,33.60800171,60.5510025
2016/7/16 1:00,27.36499977,33.60800171,60.97300148
2016/7/16 2:00,28.35000038,33.38850021,61.7385006
2016/7/16 3:00,28.06800079,33.16899872,61.23699951
2016/7/16 4:00,28.35000038,32.94950104,61.29950142
2016/7/16 5:00,27.9279995,32.94950104,60.87750053
2016/7/16 6:00,27.71699905,32.5094986,60.22649765
2016/7/16 7:00,29.89699936,32.50999832,62.40699768
2016/7/16 8:00,30.17900085,34.26750183,64.44650269
2016/7/16 9:00,31.44499969,36.46450043,67.90950012
2016/7/16 10:00,33.20399857,37.12400055,70.32799911
2016/7/16 11:00,33.41500092,38.00299835,71.41799927
2016/7/16 12:00,32.71099854,38.22249985,70.93349838
2016/7/16 13:00,32.85200119,38.22249985,71.07450104
2016/7/16 14:00,33.20399857,38.22249985,71.42649841
2016/7/16 15:00,34.04800034,39.98049927,74.0284996
2016/7/16 16:00,35.52500153,42.17750168,77.7025032
2016/7/16 17:00,34.47000122,40.85950089,75.32950211
2016/7/16 18:00,35.59600067,39.76050186,75.35650253
2016/7/16 19:00,33.62599945,38.44250107,72.06850052
2016/7/16 20:00,32.14899826,36.68450165,68.83349991
2016/7/16 21:00,32.00799942,35.36650085,67.37450027
2016/7/16 22:00,31.72599983,34.48749924,66.21349907
2016/7/16 23:00,30.88199997,34.04750061,64.92950058
2016/7/17 0:00,31.30400085,33.60850143,64.91250229
2016/7/17 1:00,31.23399925,33.16899872,64.40299797
2016/7/17 2:00,31.72599983,33.16899872,64.89499855
2016/7/17 3:00,31.23399925,32.94950104,64.18350029
2016/7/17 4:00,31.86700058,32.94950104,64.81650162
2016/7/17 5:00,32.21900177,32.94950104,65.16850281
2016/7/17 6:00,31.72599983,32.94950104,64.67550087
2016/7/17 7:00,32.28900146,33.60850143,65.8975029
2016/7/17 8:00,34.25899887,35.14649963,69.4054985
2016/7/17 9:00,33.97800064,37.78300095,71.76100159
2016/7/17 10:00,34.47000122,40.20050049,74.67050171
2016/7/17 11:00,35.24399948,42.39749908,77.64149857
2016/7/17 12:00,36.29899979,43.05649948,79.35549927
2016/7/17 13:00,36.72100067,45.25400162,81.97500229
2016/7/17 14:00,38.3390007,47.45149994,85.79050064
2016/7/17 15:00,40.02700043,48.54999924,88.57699966
2016/7/17 16:00,37.98699951,47.89099884,85.87799835
2016/7/17 17:00,39.11299896,45.9129982,85.02599716
2016/7/17 18:00,37.00299835,44.375,81.37799835
2016/7/17 19:00,35.24399948,43.27600098,78.52000046
2016/7/17 20:00,34.18899918,41.95800018,76.14699936
2016/7/17 21:00,33.8370018,40.63949966,74.47650146
2016/7/17 22:00,33.48500061,40.20050049,73.6855011
2016/7/17 23:00,33.48500061,39.76050186,73.24550247
2016/7/18 0:00,34.61100006,39.76050186,74.37150192
2016/7/18 1:00,33.9070015,39.32149887,73.22850037
2016/7/18 2:00,33.55599976,38.88150024,72.4375
2016/7/18 3:00,34.89199829,38.88150024,73.77349854
2016/7/18 4:00,34.9620018,38.44250107,73.40450287
2016/7/18 5:00,34.8219986,38.00299835,72.82499695
2016/7/18 6:00,34.68099976,37.78300095,72.4640007
2016/7/18 7:00,36.58000183,38.00299835,74.58300018
2016/7/18 8:00,34.40000153,38.88150024,73.28150177
2016/7/18 9:00,36.08800125,39.54100037,75.62900162
2016/7/18 10:00,36.22900009,40.85950089,77.08850098
2016/7/18 11:00,36.29899979,43.9355011,80.23450089
2016/7/18 12:00,35.9469986,45.9129982,81.8599968
2016/7/18 13:00,37.35400009,43.49599838,80.84999847
2016/7/18 14:00,38.54999924,42.83649826,81.3864975
2016/7/18 15:00,38.05799866,42.17750168,80.23550034
2016/7/18 16:00,35.52500153,43.2765007,78.80150223
2016/7/18 17:00,35.66600037,44.1554985,79.82149887
2016/7/18 18:00,33.13299942,44.5945015,77.72750092
2016/7/18 19:00,33.62599945,43.49599838,77.12199783
2016/7/18 20:00,35.24399948,42.39749908,77.64149857
2016/7/18 21:00,33.55599976,41.29899979,74.85499954
2016/7/18 22:00,33.9070015,40.63949966,74.54650116
2016/7/18 23:00,33.69599915,40.20050049,73.89649963
2016/7/19 0:00,33.76699829,39.76050186,73.52750015
2016/7/19 1:00,33.62599945,39.32149887,72.94749832
2016/7/19 2:00,33.48500061,38.88150024,72.36650085
2016/7/19 3:00,33.13299942,38.44250107,71.57550049
2016/7/19 4:00,32.92200089,38.22299957,71.14500046
2016/7/19 5:00,31.65600014,38.00299835,69.65899849
2016/7/19 6:00,32.85200119,38.00299835,70.85499954
2016/7/19 7:00,32.21900177,38.00299835,70.22200012
2016/7/19 8:00,31.72599983,39.10150146,70.8275013
2016/7/19 9:00,32.64099884,40.85950089,73.50049973
2016/7/19 10:00,32.14899826,42.61750031,74.76649857
2016/7/19 11:00,27.50600052,41.95800018,69.4640007
2016/7/19 12:00,29.26399994,41.95800018,71.22200012
2016/7/19 13:00,31.44499969,39.54100037,70.98600006
2016/7/19 14:00,31.51499939,41.29899979,72.81399918
2016/7/19 15:00,32.07799911,41.73799896,73.81599808
2016/7/19 16:00,32.07799911,42.1780014,74.25600052
2016/7/19 17:00,33.8370018,43.05649948,76.89350128
2016/7/19 18:00,34.04800034,42.39749908,76.44549942
2016/7/19 19:00,33.69599915,41.95800018,75.65399933
2016/7/19 20:00,33.48500061,41.51850128,75.00350189
2016/7/19 21:00,32.71099854,41.07899857,73.7899971
2016/7/19 22:00,32.64099884,40.63999939,73.28099823
2016/7/19 23:00,32.43000031,40.20000076,72.63000107
2016/7/20 0:00,32.00799942,40.20000076,72.20800018
2016/7/20 1:00,31.65600014,39.76100159,71.41700172
2016/7/20 2:00,31.375,38.88199997,70.25699997
2016/7/20 3:00,31.58600044,38.88199997,70.46800041
2016/7/20 4:00,32.43000031,38.66199875,71.09199905
2016/7/20 5:00,31.79700089,38.44250107,70.23950195
2016/7/20 6:00,33.20399857,38.22299957,71.42699814
2016/7/20 7:00,34.68099976,38.44250107,73.12350082
2016/7/20 8:00,34.40000153,39.54100037,73.94100189
2016/7/20 9:00,36.93199921,40.85950089,77.79150009
2016/7/20 10:00,33.48500061,43.71549988,77.20050049
2016/7/20 11:00,33.62599945,46.79199982,80.41799927
2016/7/20 12:00,33.20399857,47.23149872,80.43549728
2016/7/20 13:00,33.27399826,46.35250092,79.62649918
2016/7/20 14:00,35.52500153,46.79199982,82.31700134
2016/7/20 15:00,35.03300095,47.23149872,82.26449966
2016/7/20 16:00,35.66600037,47.23149872,82.89749908
2016/7/20 17:00,33.69599915,46.13249969,79.82849884
2016/7/20 18:00,34.40000153,45.0340004,79.43400192
2016/7/20 19:00,36.79100037,43.9355011,80.72650146
2016/7/20 20:00,35.9469986,43.49599838,79.44299698
2016/7/20 21:00,35.38499832,43.05649948,78.4414978
2016/7/20 22:00,34.32899857,43.05649948,77.38549805
2016/7/20 23:00,35.73600006,43.05649948,78.79249954
2016/7/21 0:00,34.89199829,42.83649826,77.72849655
2016/7/21 1:00,35.31399918,42.1780014,77.49200058
